sample_index,t,task_mode,des_x,des_y,des_z,sol_x,sol_y,sol_z,residual_norm,ik_success,q_jnt_1,q_jnt_2,q_jnt_3,q_jnt_4,q_act_1,q_act_2,q_act_3,q_act_4,j_margin_min,j_margin_1,j_margin_2,j_margin_3,j_margin_4,a_margin_min,a_margin_1,a_margin_2,a_margin_3,a_margin_4,active_limit_name,active_limit_margin
21,0.42,xyz_pitch,0.007939686400000201,-0.34523618815999985,-0.14841206271999996,0.007992471304677734,-0.34483260571118174,-0.14820297301063595,0.00046679542042428246,True,1.5476253299253564,1.523388318583127,1.0939645676997796,-0.5241401492668728,2.901978867289249,10.155922123887514,3.646548558999265,-1.747133830889576,0.04751168141687301,1.5939746700746436,0.04751168141687301,0.4769354323002204,1.0467598507331273,0.3160778761124856,2.988921132710751,0.3160778761124856,1.5894514410007345,3.4888661691104237,jnt2,0.04751168141687301
22,0.44,xyz_pitch,0.003579724800000239,-0.34785216511999983,-0.14928405503999995,0.0036170783778429133,-0.3475588538571268,-0.14913205133523003,0.0003391303015484508,True,1.5603921985661304,1.5339567346954146,1.0705167612749353,-0.5370448978735071,2.9259182422016323,10.226378231302764,3.5683892042497845,-1.790149659578357,0.03694326530458536,1.5812078014338695,0.03694326530458536,0.5003832387250646,1.033855102126493,0.2456217686972355,2.964981757798368,0.2456217686972355,1.6676107957502153,3.445850340421643,jnt2,0.03694326530458536
23,0.46,xyz_pitch,0.0011313152000000937,-0.3493212108799999,-0.14977373695999996,0.0011531079625018887,-0.3491429254822017,-0.14968125965054077,0.00020606079690784187,True,1.5674961968251777,1.5403261491367102,1.0564240598934762,-0.5447944978041614,2.9392390714891765,10.268840994244735,3.5214135329782543,-1.815981659347205,0.030573850863289787,1.5741038031748222,0.030573850863289787,0.5144759401065238,1.0261055021958385,0.20315900575526413,2.9516609285108237,0.20315900575526413,1.7145864670217454,3.4200183406527946,jnt2,0.030573850863289787
24,0.48,xyz_pitch,0.00015055359999993634,-0.34990966784,-0.14996988928,0.00015946897036688435,-0.34983005368047115,-0.14992850224520188,9.197074356588026e-05,True,1.570342997599506,1.5431756389332467,1.0501631739791224,-0.5482283881192427,2.9445771565713597,10.287837592888312,3.5005439132637415,-1.8274279603974757,0.027724361066753245,1.571257002400494,0.027724361066753245,0.5207368260208776,1.0226716118807573,0.1841624071116872,2.9463228434286406,0.1841624071116872,1.7354560867362583,3.4085720396025243,jnt2,0.027724361066753245
25,0.5,xyz_pitch,0.0,-0.35,-0.15,1.4198957627997721e-06,-0.34998175493694217,-0.14999044089301383,2.1057420834771272e-05,True,1.570794783211328,1.5438438637425222,1.0487306190308525,-0.5490066843607643,2.9454243075404616,10.29229242495015,3.4957687301028417,-1.8300222812025477,0.027056136257477714,1.570805216788672,0.027056136257477714,0.5221693809691474,1.0218933156392356,0.17970757504985002,2.9454756924595387,0.17970757504985002,1.740231269897158,3.405977718797452,jnt2,0.027056136257477714
26,0.52,xyz_pitch,-0.0001505536000000004,-0.34990966784,-0.14996988928,-0.0001492034534875132,-0.34991676290247103,-0.1499735125869895,8.241211191301708e-06,True,1.571225237142564,1.54360414280544,1.0492885320087462,-0.548694252988408,2.9462314591085015,10.2906942853696,3.497628440029154,-1.8289808432946935,0.02729585719456007,1.570374762857436,0.02729585719456007,0.5216114679912538,1.022205747011592,0.18130571463039935,2.9446685408914988,0.18130571463039935,1.7383715599708456,3.4070191567053065,jnt2,0.02729585719456007
27,0.54,xyz_pitch,-0.0011313152000000028,-0.34932121087999995,-0.14977373696,-0.0011227335113109668,-0.3493813317863785,-0.14980475495377202,6.955620395049904e-05,True,1.5740123208875794,1.5414970852206262,1.0540322761054608,-0.546069649209887,2.9514575677621964,10.276647234804175,3.513440920351536,-1.8202321640329566,0.029402914779373734,1.5675876791124206,0.029402914779373734,0.5168677238945392,1.024830350790113,0.19535276519582467,2.939442432237804,0.19535276519582467,1.7225590796484638,3.415767835967043,jnt2,0.029402914779373734
28,0.56,xyz_pitch,-0.003579724800000009,-0.34785216511999995,-0.14928405504,-0.0035591066808122324,-0.34800374769370834,-0.14936234590383107,0.0001752934140202752,True,1.5810256970983614,1.5361142817610343,1.0661066915018371,-0.5393989166443387,2.964608470088808,10.240761878406895,3.5536889716727904,-1.7979963888144623,0.0347857182389657,1.5605743029016386,0.0347857182389657,0.5047933084981628,1.0315010833556613,0.23123812159310475,2.9262915299111922,0.23123812159310475,1.6823110283272094,3.4380036111855374,jnt2,0.0347857182389657
29,0.58,xyz_pitch,-0.00793968639999999,-0.34523618816,-0.14841206272,-0.007905449718416014,-0.34550012272348973,-0.148548486174602,0.0003050966122097435,True,1.5936760384182456,1.526558296874671,1.0874794598335906,-0.5276078763542486,2.988329342618124,10.177055312497806,3.6249315327786356,-1.7586929211808286,0.044341703125329035,1.5479239615817544,0.044341703125329035,0.48342054016640934,1.0432921236457515,0.29494468750219305,2.9025706573818764,0.29494468750219305,1.6110684672213642,3.4773070788191713,jnt2,0.044341703125329035
30,0.6,xyz_pitch,-0.014479999999999991,-0.341312,-0.14710399999999998,-0.014433614076466235,-0.34168780429941203,-0.14729835665668622,0.0004342425096334079,True,1.6130158727141166,1.5125871290369588,1.1186206102912473,-0.5104636645975957,3.024593798451372,10.083914193579727,3.728735367637491,-1.7015455486586526,0.05831287096304116,1.5285841272858833,0.05831287096304116,0.4522793897087527,1.0604363354024042,0.388085806420273,2.8663062015486283,0.388085806420273,1.5072646323625087,3.534454451341347,jnt2,0.05831287096304116
31,0.62,xyz_pitch,-0.023312793599999996,-0.33601232383999996,-0.14533744128,-0.02325760648305212,-0.3364811198825274,-0.14557998913206519,0.0005414985642092229,True,1.6398091987774492,1.4945732496040232,1.15855926550595,-0.488560400857342,3.074834424859271,9.963821664026822,3.861864218353167,-1.6285346695244733,0.0763267503959768,1.5017908012225507,0.0763267503959768,0.41234073449404995,1.0823395991426579,0.5081783359731773,2.8160655751407293,0.5081783359731773,1.374135781646833,3.6074653304755264,jnt2,0.0763267503959768
32,0.64,xyz_pitch,-0.034411955200000004,-0.32935282688,-0.14311760896,-0.034351408342367176,-0.32988405824959427,-0.14339252620816978,0.0006134407262298871,True,1.6745566755134504,1.4733521741051474,1.2051683571682124,-0.46318670611345847,3.1399900159637175,9.82234782736765,4.0172278572273745,-1.5439556870448616,0.09754782589485256,1.4670433244865495,0.09754782589485256,0.3657316428317876,1.1077132938865415,0.649652172632349,2.7509099840362827,0.649652172632349,1.2187721427726252,3.6920443129551384,jnt2,0.09754782589485256
33,0.66,xyz_pitch,-0.04763156480000002,-0.32142106111999996,-0.14047368704,-0.04756753214992563,-0.32198004878647823,-0.14076300450559617,0.0006454151056134206,True,1.71747232624012,1.4500142026600382,1.2555782563353444,-0.4361205541467476,3.2204618905683855,9.666761351066922,4.1852608544511485,-1.4537351804891587,0.12088579733996174,1.42412767375988,0.12088579733996174,0.3153217436646556,1.1347794458532523,0.8052386489330772,2.6704381094316147,0.8052386489330772,1.0507391455488513,3.782264819510841,jnt2,0.12088579733996174
34,0.68,xyz_pitch,-0.06272432640000003,-0.31236540415999997,-0.13745513471999998,-0.06265615321181235,-0.31291930805566615,-0.13774187056846435,0.0006397155450254494,True,1.768416498377007,1.4257035078360258,1.3066054404657712,-0.40940124729422056,3.3159881837183707,9.504690052240173,4.355351468219237,-1.3646708243140686,0.14519649216397412,1.373183501622993,0.14519649216397412,0.26429455953422876,1.1614987527057794,0.8806485317807624,2.5749118162816296,0.9673099477598264,0.8806485317807624,3.871329175685931,jnt2,0.14519649216397412
35,0.7000000000000001,xyz_pitch,-0.07936000000000007,-0.30238399999999993,-0.13412799999999997,-0.07928442873188292,-0.3029053223489258,-0.13439802766042516,0.0006028371438096958,True,1.8268020819633237,1.4014712626548105,1.3551215700073729,-0.385106773909717,3.4254679954309464,9.34314175103207,4.517071900024576,-1.2836892463657232,0.16942873734518948,1.3147979180366762,0.16942873734518948,0.21577842999262709,1.185793226090283,0.7189280999754235,2.465432004569054,1.12885824896793,0.7189280999754235,3.9523107536342765,jnt2,0.16942873734518948
36,0.72,xyz_pitch,-0.09714383359999999,-0.29171369984,-0.13057123328,-0.09705570316261389,-0.29218172899253003,-0.13081405180302208,0.0005432968151471185,True,1.8915070673417342,1.3781987139301861,1.3983454171046936,-0.36513846476887407,3.546797426104883,9.187991426201242,4.661151390348979,-1.2171282158962469,0.17255458289530634,1.2500929326582657,0.19270128606981385,0.17255458289530634,1.205761535231126,0.5748486096510206,2.344102573895117,1.2840085737987579,0.5748486096510206,4.018871784103753,jnt3,0.17255458289530634
37,0.74,xyz_pitch,-0.11563499519999998,-0.28061900288,-0.12687300096,-0.11552845900275018,-0.2810200081799265,-0.12708178910194498,0.00047050411977416314,True,1.9608405267774685,1.356581228792351,1.4340703774496781,-0.3510092622122493,3.6768057880695078,9.043874858615675,4.780234591498927,-1.1700308740408312,0.13682962255032183,1.1807594732225315,0.21431877120764886,0.13682962255032183,1.2198907377877506,0.4557654085010725,2.2140942119304925,1.4281251413843243,0.4557654085010725,4.065969125959168,jnt3,0.13682962255032183
38,0.76,xyz_pitch,-0.13436500480000002,-0.26938099711999997,-0.12312699903999999,-0.1342349693633786,-0.26970783147522653,-0.12329827833853338,0.0003944614818381389,True,2.0326083652239912,1.337148996371883,1.4608376080090828,-0.34364980476476453,3.8113788959759822,8.914326642479221,4.86945869336361,-1.1454993492158818,0.11006239199091716,1.1089916347760087,0.23375100362811696,0.11006239199091716,1.2272501952352355,0.36654130663638984,2.079521104024018,1.5576733575207786,0.36654130663638984,4.090500650784118,jnt3,0.11006239199091716
39,0.78,xyz_pitch,-0.15285616639999997,-0.25828630016000004,-0.11942876672000001,-0.15269967035809498,-0.25853776206221113,-0.11956189901050412,0.00032569379172539624,True,2.104298060989063,1.3202933703723951,1.4780471284810184,-0.34327089194929,3.945805477196818,8.801955802482635,4.926823761603395,-1.1442363064976333,0.09285287151898158,1.0373019390109368,0.2506066296276048,0.09285287151898158,1.22762910805071,0.3091762383966046,1.9450945228031822,1.670044197517365,0.3091762383966046,4.091763693502367,jnt3,0.09285287151898158
40,0.8,xyz_pitch,-0.17064000000000007,-0.24761599999999995,-0.11587199999999999,-0.17045731712086273,-0.24779605402385813,-0.1159686733341194,0.00027411709641284666,True,2.173352518004192,1.3062730342581654,1.4859867698925318,-0.34932819792679165,4.075290676925167,8.708486895054437,4.953289232975106,-1.1644273264226388,0.08491323010746821,0.968247481995808,0.26462696574183453,0.08491323010746821,1.2215718020732083,0.28271076702489406,1.815609323074833,1.763513104945563,0.28271076702489406,4.071572673577361,jnt3,0.08491323010746821
41,0.8200000000000001,xyz_pitch,-0.18727567360000003,-0.23763459584,-0.11254486527999999,-0.18707098825581067,-0.23775141205513084,-0.11260865040625545,0.0002448658927503486,True,2.2374591778033524,1.2951931138279722,1.4857623072445296,-0.3606127869969885,4.195498177017349,8.63462075885315,4.952541024148433,-1.202042623323295,0.08513769275547034,0.9041408221966476,0.27570688617202777,0.08513769275547034,1.2102872130030113,0.2834589758515671,1.6954018229826513,1.8373792411468504,0.2834589758515671,4.033957376676705,jnt3,0.08513769275547034
42,0.84,xyz_pitch,-0.2023684352000001,-0.22857893887999994,-0.10952631295999998,-0.20214995678756914,-0.22864370119720978,-0.10956227519239431,0.0002331344573245508,True,2.294773248145439,1.2869740413737927,1.4791295501220887,-0.3754499217416154,4.302968775821187,8.579826942491952,4.930431833740296,-1.2514997391387181,0.09177044987791128,0.8468267518545609,0.2839259586262073,0.09177044987791128,1.1954500782583846,0.30556816625970384,1.5879312241788135,1.8921730575080478,0.30556816625970384,3.9845002608612816,jnt3,0.09177044987791128
43,0.86,xyz_pitch,-0.2155880448000001,-0.22064717311999996,-0.10688239103999998,-0.2153674243030843,-0.22067269660508276,-0.10689666880443169,0.00022659197556346343,True,2.344029235191441,1.2813393232266104,1.468249669263314,-0.3919557982098294,4.395329524079207,8.54226215484407,4.894165564211047,-1.306519327366098,0.10265033073668595,0.797570764808559,0.2895606767733896,0.10265033073668595,1.1789442017901706,0.3418344357889529,1.4955704759207933,1.9297378451559304,0.3418344357889529,3.9294806726339018,jnt3,0.10265033073668595
44,0.88,xyz_pitch,-0.22668720640000017,-0.2139876761599999,-0.10466255871999997,-0.22647817457767777,-0.2139869678346403,-0.10466181730803648,0.00021390994922865762,True,2.3845469599414146,1.277843927142381,1.4554022803952051,-0.4082959901965035,4.471305006453056,8.51895951428254,4.851340934650684,-1.360986633988345,0.11549771960479482,0.7570530400585853,0.29305607285761903,0.11549771960479482,1.1626040098034964,0.3846590653493154,1.4195949935469443,1.9530404857174588,0.3846590653493154,3.875013366011655,jnt3,0.11549771960479482
45,0.9,xyz_pitch,-0.23552000000000012,-0.20868799999999993,-0.10289599999999999,-0.23533629089064032,-0.20867293842551862,-0.10288675462188751,0.00018941256449693994,True,2.416174640177796,1.2759445814817083,1.4426941816002108,-0.4229064048466391,4.530610613496711,8.506297209878056,4.808980605334036,-1.4096880161554637,0.12820581839978917,0.725425359822204,0.29495541851829166,0.12820581839978917,1.1479935951533609,0.4270193946659635,1.3602893865032897,1.9657027901219433,0.4270193946659635,3.826311983844536,jnt3,0.12820581839978917
46,0.92,xyz_pitch,-0.24206031360000002,-0.20476381184,-0.10158793728,-0.24191318399386447,-0.20474407841117406,-0.10157582088667971,0.00015309858765383342,True,2.4392201138054936,1.275093211373345,1.4317996647666325,-0.43465959356730005,4.573823577358885,8.500621409155634,4.772665549222109,-1.4488653118910002,0.1391003352333675,0.7023798861945063,0.2958067886266549,0.1391003352333675,1.1362404064326999,0.46333445077789115,1.3170764226411151,1.971378590844365,0.46333445077789115,3.7871346881089996,jnt3,0.1391003352333675
47,0.9400000000000001,xyz_pitch,-0.24642027519999987,-0.2021478348800001,-0.10071594496000003,-0.24631612336432693,-0.2021301988839864,-0.10070507631472025,0.00010924604067753455,True,2.45440930548132,1.2748246063155668,1.423764995372125,-0.442972741312747,4.602305091845715,8.498830708770447,4.745883317907084,-1.4765758043758235,0.147135004627875,0.6871906945186801,0.29607539368443314,0.147135004627875,1.127927258687253,0.4901166820929159,1.288594908154285,1.9731692912295529,0.4901166820929159,3.7594241956241765,jnt3,0.147135004627875
48,0.96,xyz_pitch,-0.24886868480000035,-0.2006787891199998,-0.10022626303999993,-0.2488073393448294,-0.20066681831487942,-0.10021887760878792,6.477542033213221e-05,True,2.4628925023058756,1.2748109668992484,1.4189037668254898,-0.4478579864916014,4.618212080078521,8.498739779328323,4.729679222751633,-1.4928599549720047,0.15199623317451016,0.6787074976941243,0.2960890331007515,0.15199623317451016,1.1230420135083985,0.5063207772483667,1.272687919921479,1.9732602206716763,0.5063207772483667,3.743140045027995,jnt3,0.15199623317451016
49,0.98,xyz_pitch,-0.24984944640000006,-0.20009033215999997,-0.10003011072,-0.24982350174874907,-0.20008456343705142,-0.10002655892737197,2.7605370235178914e-05,True,2.46630157942241,1.2748677673172,1.4167955017143177,-0.4499182317642853,4.6246044991982185,8.499118448781333,4.722651672381059,-1.4997274392142843,0.1541044982856823,0.6752984205775898,0.2960322326828,0.1541044982856823,1.1209817682357146,0.5133483276189406,1.2662955008017818,1.9728815512186664,0.5133483276189406,3.7362725607857152,jnt3,0.1541044982856823
50,1.0,xyz_pitch,-0.25,-0.2,-0.1,-0.24999514375978812,-0.19999851274165528,-0.09999908849294323,5.314067063429448e-06,True,2.4668465142512357,1.2749143792268012,1.4163719738570668,-0.45030044096408933,4.625626315865809,8.49942919484534,4.721239912856889,-1.5010014698802978,0.15452802614293315,0.6747534857487643,0.2959856207731988,0.15452802614293315,1.1205995590359106,0.5147600871431104,1.2652736841341916,1.9725708051546587,0.5147600871431104,3.734998530119702,jnt3,0.15452802614293315
51,1.02,xyz_pitch,-0.2498494464,-0.20009033216000002,-0.10003011072000001,-0.2498527099144099,-0.2000907314704522,-0.10003035842721947,3.390870193726011e-06,True,2.466343579909183,1.2749363737831643,1.4166140192527965,-0.45003845996965797,4.624683255033158,8.499575825221095,4.7220467308426555,-1.50012819989886,0.15428598074720346,0.6752564200908169,0.2959636262168357,0.15428598074720346,1.1208615400303419,0.5139532691573443,1.266216744966842,1.9724241747789044,0.5139532691573443,3.7358718001011395,jnt3,0.15428598074720346
52,1.04,xyz_pitch,-0.2488686848,-0.20067878912,-0.10022626304,-0.24889169412998108,-0.20068265109108513,-0.10022863704818838,2.413023691442371e-05,True,2.4630195882079198,1.2750009539852372,1.4183922854179163,-0.44820048522683764,4.618450381038665,8.500006359901581,4.727974284726388,-1.4940016174227921,0.15250771458208368,0.6785804117920802,0.2958990460147628,0.15250771458208368,1.1226995147731622,0.5080257152736118,1.2724496189613355,1.9719936400984182,0.5080257152736118,3.741998382577208,jnt3,0.15250771458208368
